source_url	parsed_url
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/assets/changelog.md
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://github.com/sponsors/firasdib
https://regex101.com/	https://web.libera.chat/?nick=re101-human-?&amp;chan=#regex
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/static/bundle.a44d7a6ac3cb5f021f39.css
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://www.dotenv.org/?utm_campaign=github_repo&amp;utm_medium=referral&amp;utm_content=regex101&amp;utm_source=github
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/653.6e679a10c3aae1d7e364.css
https://regex101.com/	http://whatismarkdown.com/
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://regex101.com/account/mine
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/minutes/congress/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/vaccinerace
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/11/01/biden-gap-senate-surveys-00064362
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://apps.apple.com/us/app/politico/id358305912?cid_mkt_app_NL
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/11/02/federal-reserve-rate-hike-pressures-00064196
https://www.politico.com/tipsheets/morning-money	https://play.google.com/store/apps/details?id=com.politico.android&amp;hl=en_US&amp;gl=US
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money#icon-search
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/joe-biden-first-100-days-presidency
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/11/01/trump-paul-pelosi-attack-conspiracy-theory-00064417
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#b3d8d7d2c5dad7c0dcddf3c3dcdfdac7dad0dc9dd0dcde
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2022/10/28/trump-janet-yellen-is-tall-in-spirit-00063939
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/markets/us/year-after-trading-scandal-fed-is-again-under-ethics-spotlight-2022-11-01/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/politico-nightly
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/10/31/trump-org-cfo-tax-fraud-jury-00064268
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/west-wing-playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2022-election/race-forecasts-ratings-and-predictions/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/corrections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newjersey
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newyork
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/womenrule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2022/11/01/business/europe-energy-crisis.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/do-not-sell
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/resource/0000017e-7fd1-d4e5-adfe-7ff9f1280001/styleguide/assets/css/style-core.js.53a62943e4eed148dd8cd9f0a247a15c.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/pro-reporting/?cid=promkt_20q1_corenews_act_money
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/politicopicks.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2022-11-01/marcus-vs-mortgage-high-yield-savings-account-rates-beat-some-home-loans?srnd=premium
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2022-11-01/windfall-tax-on-big-oil-is-more-politics-than-real-policy-threat?srnd=premium
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/3FCXkni&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2022/11/01/business/food-prices-profits.html
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/elon-musk-hints-at-8-monthly-subscription-for-twitters-verified-users-11667316378?mod=hp_lead_pos4
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/press/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/government-climate-funding-pushes-private-sector-to-make-good-on-promises-11667289289?mod=markets_lead_pos2
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/chinese-property-bonds-set-record-lows-as-investors-lose-faith-11667304014
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/11/01/supreme-court-denies-lindsey-graham-appeal-to-block-subpoena-in-election-subversion-case-00064462
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2022/11/02/pushing-back-on-powells-war-on-inflation-00064540
https://www.politico.com/tipsheets/morning-money	https://www.eenews.net/
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/sustainability
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://twitter.com/LHSummers/status/1587524611532431360
https://www.politico.com/tipsheets/morning-money	https://www.washingtonpost.com/opinions/2022/11/01/fed-rate-hike-inflation-recession/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/sam-sutton
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/milkenmiddleeast?cid=milkenmea_newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2022/10/27/the-gdp-cant-stop-whats-coming-00063697
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/kate-davidson
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/womenrule/the-exchange
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/11/01/republicans-sustainable-investing-midterms-00064326
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2022/10/31/raimondos-rising-and-some-dems-dont-like-it-00064160
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/11/01/europe-south-korea-weapons-00064427
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2022/11/labor-market-cools-despite-still-high-job-openings-00064416
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/f/?id=00000184-3512-d0bb-a1ff-3773cd470000
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/the-recast
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2022/11/01/the-gops-at-odds-over-the-debt-ceiling-00064336
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#ed9e9e9899998283ad9d82818499848e82c38e8280
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2022/11/01/inflation-estate-tax-for-wealthy-00064069
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/3FCXkni&amp;text=Pushing back on Powell's war on inflation&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-says-affirmative-action-what-nazis-did
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/here-we-are-again
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-promises-republicans-will-get-bottom-bidens-2020-win-after-midterms
https://www.mediamatters.org/	https://www.mediamatters.org/one-america-news-network/votifynow-founder-tells-one-america-news-audience-how-download-app-and
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/tucker-carlson-calls-supreme-court-justices-sonia-sotomayor-and-ketanji-brown-jackson
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/climate-deniers/right-wing-media-used-opec-oil-cuts-blame-biden-domestic-gas-price-volatility
https://www.mediamatters.org/	https://www.mediamatters.org/john-solomon/john-solomon-representative-trump-national-archives-many-his-claims-about-case-are
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_vUt0GK4OfEXUi5i0VJuEV9nf8bDJwmJWZVb1Ca5G1yM.css
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/fox-host-justifies-paul-pelosi-conspiracies-all-misinformation-out-there-because-they
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/mar-lago-search/right-wing-media-claim-trump-can-declassify-documents-magic-wand
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-laura-ingrahams-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/dr-mehmet-oz/mainstream-outlets-downplay-mehmet-ozs-comment-local-politicians-should-be-involved
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/these-top-advertisers-can-stop-musks-twitter-supercharging-online-radicalization
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/misinformation-about-midterm-elections-already-flourishing-tiktok
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/rnc-head-repeatedly-appears-steve-bannons-podcast-cast-doubt-elections-recruit-poll
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/right-wing-media-are-supporting-republican-attacks-democracy
https://www.mediamatters.org/	https://www.mediamatters.org/peter-thiel/peter-thiels-recent-media-investment-period-tracking-app-dissuades-users-taking-birth
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-leads-baseless-right-wing-media-claims-brazils-election-was-rigged
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/50-ways-fox-news-reacted-uvalde-massacre-without-mentioning-access-guns
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/these-are-tucker-carlsons-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/newsmax/after-years-decrying-abortion-right-wing-media-now-look-other-way-bombshell-reporting
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/pete-hegseth-says-something-doesnt-add-about-paul-pelosi-being-attacked
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/libs-tiktok/after-twitter-lifted-libs-tiktoks-suspension-viral-anti-lgbtq-account-immediately
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/2022-senate-debate-viewers-deserve-answers-about-climate-change-and-energy
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-report-about-paul-pelosis-attacker-briefly-annotated
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/right-wing-media-spread-conspiracy-theories-about-paul-pelosis-attack-elon-musks-twitter
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-says-you-can-never-trust-vote-counting-nevada-milwaukee-philadelphia
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/infowars/far-right-media-trumpet-conspiracy-theory-buffalo-and-uvalde-mass-shootings-were-false
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-strategy-abortion-messaging-2022-midterms-denying-theres-issue-all
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebook-executive-nick-cleggs-latest-comments-suggest-trump-will-likely-be-back-platform
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-fox-news-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/medias-guide-covering-gun-violence
https://www.mediamatters.org/	https://www.mediamatters.org/cable-news/national-tv-news-coverage-hurricane-ians-aftermath-continues-fall-short-substantive
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/matt-walshs-sordid-history-radio-host-exposed
https://www.mediamatters.org/	https://www.mediamatters.org/google/youtube-making-money-false-conspiracy-theories-about-paul-pelosi-attack
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/elon-musk/new-coalition-letter-urges-top-twitter-advertisers-protect-their-brand-safety-it-too-late
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-are-using-john-fettermans-disability-attack-early-voting-pa
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-questions-brazils-election-results
https://www.mediamatters.org/	https://www.mediamatters.org/libs-tiktok/right-wing-media-spread-doctored-footage-drag-queen-concoct-fear-pride-events
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-erroneously-claim-biden-facilitated-search-mar-lago
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/jesse-watters/fox-news-host-says-california-governor-gavin-newsom-has-answer-attack-paul-pelosi
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/right-wing-media-gop-operative-ian-prior-discloses-his-background-politics-only-if-it
https://www.mediamatters.org/	https://www.mediamatters.org/fake-news/right-wing-ecosystem-created-paul-pelosi-conspiracy-theory
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_V80n_2b9JePLGJzHp7JwuuYV-4bbMmLY_pMEzWBffWc.css
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://assets.bwbx.io/font-service/css/BWHaasGrotesk-55Roman-Web,BWHaasGrotesk-75Bold-Web,BW%20Haas%20Text%20Mono%20A-55%20Roman/font-face.css
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid1
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-home.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-cooking.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-43808a4cd5333b648057a01624d84960.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/guide-mindfulwork.html
https://www.nytimes.com/guides/	https://www.nytimes.com/sitemap/
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/guides/how-to-make-the-world-a-better-place.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-080e7ec6514fdc62bcbb7966d9b257d2.png
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893968-Terms-of-sale
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/guides/a-guide-to-sleep-apnea.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html
